"CONTADOR","TORRE","HELICE","PE","I_GRAUS","L_m","NSPTponta","T_kNm"
15,"TORRE 201-2_D1SE",6,"A9",20,15,15,13.29
16,"TORRE 201-2_D1SE",6,"A9",20,16,14,13.56
17,"TORRE 201-2_D1SE",6,"A9",20,17,14,14.51
18,"TORRE 201-2_D1SE",6,"A9",20,17.39,18,15.73
1,"TORRE 201-2_D1SE",6,"B1",5,1,0,0
2,"TORRE 201-2_D1SE",6,"B1",5,2,4,2.03
3,"TORRE 201-2_D1SE",6,"B1",5,3,4,2.58
4,"TORRE 201-2_D1SE",6,"B1",5,4,6,3.53
5,"TORRE 201-2_D1SE",6,"B1",5,5,8,4.2
6,"TORRE 201-2_D1SE",6,"B1",5,6,9,5.83
7,"TORRE 201-2_D1SE",6,"B1",5,7,9,7.59
8,"TORRE 201-2_D1SE",6,"B1",5,8,12,8.68
9,"TORRE 201-2_D1SE",6,"B1",5,9,15,9.76
10,"TORRE 201-2_D1SE",6,"B1",5,10,15,10.3
11,"TORRE 201-2_D1SE",6,"B1",5,11,13,11.25
12,"TORRE 201-2_D1SE",6,"B1",5,12,9,11.66
13,"TORRE 201-2_D1SE",6,"B1",5,13,12,12.88
14,"TORRE 201-2_D1SE",6,"B1",5,14,12,14.37
15,"TORRE 201-2_D1SE",6,"B1",5,15,15,14.1
16,"TORRE 201-2_D1SE",6,"B1",5,16,14,16.68
1,"TORRE 201-2_D1SE",6,"B2",23,1,0,0
2,"TORRE 201-2_D1SE",6,"B2",23,2,4,2.58
3,"TORRE 201-2_D1SE",6,"B2",23,3,4,3.25
4,"TORRE 201-2_D1SE",6,"B2",23,4,6,3.93
5,"TORRE 201-2_D1SE",6,"B2",23,5,8,4.88
6,"TORRE 201-2_D1SE",6,"B2",23,6,9,5.69
7,"TORRE 201-2_D1SE",6,"B2",23,7,9,6.51
8,"TORRE 201-2_D1SE",6,"B2",23,8,12,7.59
9,"TORRE 201-2_D1SE",6,"B2",23,9,15,7.86
10,"TORRE 201-2_D1SE",6,"B2",23,10,15,8.54
11,"TORRE 201-2_D1SE",6,"B2",23,11,13,8.81
12,"TORRE 201-2_D1SE",6,"B2",23,12,9,10.71
13,"TORRE 201-2_D1SE",6,"B2",23,13,9,11.39
14,"TORRE 201-2_D1SE",6,"B2",23,14,12,12.61
15,"TORRE 201-2_D1SE",6,"B2",23,15,12,14.24
16,"TORRE 201-2_D1SE",6,"B2",23,16,15,15.46
1,"TORRE 201-2_D1SE",6,"B3",23,1,0,0
2,"TORRE 201-2_D1SE",6,"B3",23,2,4,2.44
3,"TORRE 201-2_D1SE",6,"B3",23,3,4,2.98
4,"TORRE 201-2_D1SE",6,"B3",23,4,6,3.39
5,"TORRE 201-2_D1SE",6,"B3",23,5,8,4.61
6,"TORRE 201-2_D1SE",6,"B3",23,6,9,5.83
7,"TORRE 201-2_D1SE",6,"B3",23,7,9,6.24
8,"TORRE 201-2_D1SE",6,"B3",23,8,12,7.05
9,"TORRE 201-2_D1SE",6,"B3",23,9,15,7.59
10,"TORRE 201-2_D1SE",6,"B3",23,10,15,8.27
11,"TORRE 201-2_D1SE",6,"B3",23,11,13,8.95
12,"TORRE 201-2_D1SE",6,"B3",23,12,9,10.3
13,"TORRE 201-2_D1SE",6,"B3",23,13,9,11.25
14,"TORRE 201-2_D1SE",6,"B3",23,14,12,11.66
15,"TORRE 201-2_D1SE",6,"B3",23,15,12,13.42
16,"TORRE 201-2_D1SE",6,"B3",23,16,15,14.64
1,"TORRE 201-2_D1SE",6,"B4",5,1,0,0
2,"TORRE 201-2_D1SE",6,"B4",5,2,4,2.17
3,"TORRE 201-2_D1SE",6,"B4",5,3,4,2.85
4,"TORRE 201-2_D1SE",6,"B4",5,4,6,3.93
5,"TORRE 201-2_D1SE",6,"B4",5,5,8,4.61
6,"TORRE 201-2_D1SE",6,"B4",5,6,9,5.69
7,"TORRE 201-2_D1SE",6,"B4",5,7,9,7.59
8,"TORRE 201-2_D1SE",6,"B4",5,8,12,8.68
9,"TORRE 201-2_D1SE",6,"B4",5,9,15,9.9
10,"TORRE 201-2_D1SE",6,"B4",5,10,15,11.39
11,"TORRE 201-2_D1SE",6,"B4",5,11,13,12.61
12,"TORRE 201-2_D1SE",6,"B4",5,12,9,13.02
13,"TORRE 201-2_D1SE",6,"B4",5,13,12,13.69
14,"TORRE 201-2_D1SE",6,"B4",5,14,12,14.1
15,"TORRE 201-2_D1SE",6,"B4",5,15,15,15.32
16,"TORRE 201-2_D1SE",6,"B4",5,16,14,16.54
1,"TORRE 201-2_D1SE",6,"B5",5,1,0,0
2,"TORRE 201-2_D1SE",6,"B5",5,2,4,2.44
3,"TORRE 201-2_D1SE",6,"B5",5,3,4,3.12
4,"TORRE 201-2_D1SE",6,"B5",5,4,6,4.34
5,"TORRE 201-2_D1SE",6,"B5",5,5,8,4.88
6,"TORRE 201-2_D1SE",6,"B5",5,6,9,5.97
7,"TORRE 201-2_D1SE",6,"B5",5,7,9,7.32
8,"TORRE 201-2_D1SE",6,"B5",5,8,12,8.54
9,"TORRE 201-2_D1SE",6,"B5",5,9,15,9.63
10,"TORRE 201-2_D1SE",6,"B5",5,10,15,11.25
11,"TORRE 201-2_D1SE",6,"B5",5,11,13,12.34
12,"TORRE 201-2_D1SE",6,"B5",5,12,9,13.29
13,"TORRE 201-2_D1SE",6,"B5",5,13,12,13.69
14,"TORRE 201-2_D1SE",6,"B5",5,14,12,13.83
15,"TORRE 201-2_D1SE",6,"B5",5,15,15,15.19
16,"TORRE 201-2_D1SE",6,"B5",5,16,14,16
1,"TORRE 201-2_D1SE",6,"B6",5,1,0,0
2,"TORRE 201-2_D1SE",6,"B6",5,2,4,1.9
3,"TORRE 201-2_D1SE",6,"B6",5,3,4,2.44
4,"TORRE 201-2_D1SE",6,"B6",5,4,6,4.47
5,"TORRE 201-2_D1SE",6,"B6",5,5,8,5.15
6,"TORRE 201-2_D1SE",6,"B6",5,6,9,5.83
7,"TORRE 201-2_D1SE",6,"B6",5,7,9,7.46
8,"TORRE 201-2_D1SE",6,"B6",5,8,12,8.81
9,"TORRE 201-2_D1SE",6,"B6",5,9,15,9.9
10,"TORRE 201-2_D1SE",6,"B6",5,10,15,11.66
11,"TORRE 201-2_D1SE",6,"B6",5,11,13,12.74
12,"TORRE 201-2_D1SE",6,"B6",5,12,9,13.83
13,"TORRE 201-2_D1SE",6,"B6",5,13,12,14.1
14,"TORRE 201-2_D1SE",6,"B6",5,14,12,15.05
15,"TORRE 201-2_D1SE",6,"B6",5,15,15,15.46
16,"TORRE 201-2_D1SE",6,"B6",5,16,14,16.41
1,"TORRE 201-2_D1SE",6,"B7",20,1,0,0
2,"TORRE 201-2_D1SE",6,"B7",20,2,4,2.44
3,"TORRE 201-2_D1SE",6,"B7",20,3,4,3.12
4,"TORRE 201-2_D1SE",6,"B7",20,4,6,5.56
5,"TORRE 201-2_D1SE",6,"B7",20,5,8,4.34
6,"TORRE 201-2_D1SE",6,"B7",20,6,9,5.15
7,"TORRE 201-2_D1SE",6,"B7",20,7,9,5.69
8,"TORRE 201-2_D1SE",6,"B7",20,8,12,6.51
9,"TORRE 201-2_D1SE",6,"B7",20,9,15,8
10,"TORRE 201-2_D1SE",6,"B7",20,10,15,8.68
11,"TORRE 201-2_D1SE",6,"B7",20,11,13,9.9
12,"TORRE 201-2_D1SE",6,"B7",20,12,9,10.98
13,"TORRE 201-2_D1SE",6,"B7",20,13,12,11.39
14,"TORRE 201-2_D1SE",6,"B7",20,14,12,12.47
15,"TORRE 201-2_D1SE",6,"B7",20,15,15,13.02
16,"TORRE 201-2_D1SE",6,"B7",20,16,14,14.64
1,"TORRE 201-2_D1SE",6,"B8",18,1,0,0
2,"TORRE 201-2_D1SE",6,"B8",18,2,4,2.17
3,"TORRE 201-2_D1SE",6,"B8",18,3,4,3.12
4,"TORRE 201-2_D1SE",6,"B8",18,4,6,4.88
5,"TORRE 201-2_D1SE",6,"B8",18,5,8,5.69
6,"TORRE 201-2_D1SE",6,"B8",18,6,9,6.24
7,"TORRE 201-2_D1SE",6,"B8",18,7,9,7.19
8,"TORRE 201-2_D1SE",6,"B8",18,8,12,8.95
9,"TORRE 201-2_D1SE",6,"B8",18,9,15,9.36
10,"TORRE 201-2_D1SE",6,"B8",18,10,15,10.03
11,"TORRE 201-2_D1SE",6,"B8",18,11,13,11.25
12,"TORRE 201-2_D1SE",6,"B8",18,12,9,11.66
13,"TORRE 201-2_D1SE",6,"B8",18,13,12,12.47
14,"TORRE 201-2_D1SE",6,"B8",18,14,12,13.29
15,"TORRE 201-2_D1SE",6,"B8",18,15,15,14.37
16,"TORRE 201-2_D1SE",6,"B8",18,16,14,15.19
1,"TORRE 201-2_D1SE",6,"B9",20,1,0,0
2,"TORRE 201-2_D1SE",6,"B9",20,2,4,2.17
3,"TORRE 201-2_D1SE",6,"B9",20,3,4,2.58
4,"TORRE 201-2_D1SE",6,"B9",20,4,6,3.12
5,"TORRE 201-2_D1SE",6,"B9",20,5,8,3.93
6,"TORRE 201-2_D1SE",6,"B9",20,6,9,5.56
7,"TORRE 201-2_D1SE",6,"B9",20,7,9,6.24
8,"TORRE 201-2_D1SE",6,"B9",20,8,12,7.19
9,"TORRE 201-2_D1SE",6,"B9",20,9,15,7.86
10,"TORRE 201-2_D1SE",6,"B9",20,10,15,8.27
11,"TORRE 201-2_D1SE",6,"B9",20,11,13,9.9
12,"TORRE 201-2_D1SE",6,"B9",20,12,9,11.25
13,"TORRE 201-2_D1SE",6,"B9",20,13,12,11.66
14,"TORRE 201-2_D1SE",6,"B9",20,14,12,12.47
15,"TORRE 201-2_D1SE",6,"B9",20,15,15,13.29
16,"TORRE 201-2_D1SE",6,"B9",20,16,14,14.1
1,"TORRE 201-2_D1SE",6,"C1",5,1,0,0
2,"TORRE 201-2_D1SE",6,"C1",5,2,4,1.9
3,"TORRE 201-2_D1SE",6,"C1",5,3,4,2.58
4,"TORRE 201-2_D1SE",6,"C1",5,4,6,3.53
5,"TORRE 201-2_D1SE",6,"C1",5,5,8,4.61
6,"TORRE 201-2_D1SE",6,"C1",5,6,9,5.83
7,"TORRE 201-2_D1SE",6,"C1",5,7,9,7.59
8,"TORRE 201-2_D1SE",6,"C1",5,8,12,8.68
9,"TORRE 201-2_D1SE",6,"C1",5,9,15,9.76
10,"TORRE 201-2_D1SE",6,"C1",5,10,15,11.25
11,"TORRE 201-2_D1SE",6,"C1",5,11,13,11.66
12,"TORRE 201-2_D1SE",6,"C1",5,12,9,12.61
13,"TORRE 201-2_D1SE",6,"C1",5,13,12,13.29
14,"TORRE 201-2_D1SE",6,"C1",5,14,12,13.83
15,"TORRE 201-2_D1SE",6,"C1",5,15,15,14.37
16,"TORRE 201-2_D1SE",6,"C1",5,16,14,15.46
1,"TORRE 201-2_D1SE",6,"C2",23,1,0,0
2,"TORRE 201-2_D1SE",6,"C2",23,2,4,2.03
3,"TORRE 201-2_D1SE",6,"C2",23,3,4,2.44
4,"TORRE 201-2_D1SE",6,"C2",23,4,6,3.39
5,"TORRE 201-2_D1SE",6,"C2",23,5,8,4.88
6,"TORRE 201-2_D1SE",6,"C2",23,6,9,5.69
7,"TORRE 201-2_D1SE",6,"C2",23,7,9,7.32
8,"TORRE 201-2_D1SE",6,"C2",23,8,12,8.54
9,"TORRE 201-2_D1SE",6,"C2",23,9,15,9.63
10,"TORRE 201-2_D1SE",6,"C2",23,10,15,11.39
11,"TORRE 201-2_D1SE",6,"C2",23,11,13,11.52
12,"TORRE 201-2_D1SE",6,"C2",23,12,9,12.47
13,"TORRE 201-2_D1SE",6,"C2",23,13,9,13.15
14,"TORRE 201-2_D1SE",6,"C2",23,14,12,13.69
15,"TORRE 201-2_D1SE",6,"C2",23,15,12,14.24
16,"TORRE 201-2_D1SE",6,"C2",23,16,15,16
1,"TORRE 201-2_D1SE",6,"C3",23,1,0,0
2,"TORRE 201-2_D1SE",6,"C3",23,2,4,2.17
3,"TORRE 201-2_D1SE",6,"C3",23,3,4,2.3
4,"TORRE 201-2_D1SE",6,"C3",23,4,6,3.25
5,"TORRE 201-2_D1SE",6,"C3",23,5,8,4.61
6,"TORRE 201-2_D1SE",6,"C3",23,6,9,5.56
7,"TORRE 201-2_D1SE",6,"C3",23,7,9,7.19
8,"TORRE 201-2_D1SE",6,"C3",23,8,12,8.41
9,"TORRE 201-2_D1SE",6,"C3",23,9,15,10.03
10,"TORRE 201-2_D1SE",6,"C3",23,10,15,11.12
11,"TORRE 201-2_D1SE",6,"C3",23,11,13,11.25
12,"TORRE 201-2_D1SE",6,"C3",23,12,9,12.34
13,"TORRE 201-2_D1SE",6,"C3",23,13,9,13.02
14,"TORRE 201-2_D1SE",6,"C3",23,14,12,14.1
15,"TORRE 201-2_D1SE",6,"C3",23,15,12,14.37
16,"TORRE 201-2_D1SE",6,"C3",23,16,15,16.41
1,"TORRE 201-2_D1SE",6,"C4",5,1,0,0
2,"TORRE 201-2_D1SE",6,"C4",5,2,4,1.9
3,"TORRE 201-2_D1SE",6,"C4",5,3,4,2.17
4,"TORRE 201-2_D1SE",6,"C4",5,4,6,3.12
5,"TORRE 201-2_D1SE",6,"C4",5,5,8,4.75
6,"TORRE 201-2_D1SE",6,"C4",5,6,9,5.97
7,"TORRE 201-2_D1SE",6,"C4",5,7,9,7.05
8,"TORRE 201-2_D1SE",6,"C4",5,8,12,8.54
9,"TORRE 201-2_D1SE",6,"C4",5,9,15,9.76
10,"TORRE 201-2_D1SE",6,"C4",5,10,15,10.85
11,"TORRE 201-2_D1SE",6,"C4",5,11,13,10.98
12,"TORRE 201-2_D1SE",6,"C4",5,12,9,12.47
13,"TORRE 201-2_D1SE",6,"C4",5,13,12,12.74
14,"TORRE 201-2_D1SE",6,"C4",5,14,12,13.83
15,"TORRE 201-2_D1SE",6,"C4",5,15,15,14.24
16,"TORRE 201-2_D1SE",6,"C4",5,16,14,16
1,"TORRE 201-2_D1SE",6,"C5",5,1,0,0
2,"TORRE 201-2_D1SE",6,"C5",5,2,4,2.03
3,"TORRE 201-2_D1SE",6,"C5",5,3,4,2.58
4,"TORRE 201-2_D1SE",6,"C5",5,4,6,3.25
5,"TORRE 201-2_D1SE",6,"C5",5,5,8,4.47
6,"TORRE 201-2_D1SE",6,"C5",5,6,9,5.69
7,"TORRE 201-2_D1SE",6,"C5",5,7,9,6.91
8,"TORRE 201-2_D1SE",6,"C5",5,8,12,8.95
9,"TORRE 201-2_D1SE",6,"C5",5,9,15,9.63
10,"TORRE 201-2_D1SE",6,"C5",5,10,15,11.25
11,"TORRE 201-2_D1SE",6,"C5",5,11,13,11.66
12,"TORRE 201-2_D1SE",6,"C5",5,12,9,12.61
13,"TORRE 201-2_D1SE",6,"C5",5,13,12,12.47
14,"TORRE 201-2_D1SE",6,"C5",5,14,12,14.1
15,"TORRE 201-2_D1SE",6,"C5",5,15,15,14.64
16,"TORRE 201-2_D1SE",6,"C5",5,15.45,14,15.05
1,"TORRE 201-2_D1SE",6,"C6",5,1,0,0
2,"TORRE 201-2_D1SE",6,"C6",5,2,4,2.17
3,"TORRE 201-2_D1SE",6,"C6",5,3,4,2.44
4,"TORRE 201-2_D1SE",6,"C6",5,4,6,3.39
5,"TORRE 201-2_D1SE",6,"C6",5,5,8,4.61
6,"TORRE 201-2_D1SE",6,"C6",5,6,9,6.24
7,"TORRE 201-2_D1SE",6,"C6",5,7,9,7.46
8,"TORRE 201-2_D1SE",6,"C6",5,8,12,9.22
9,"TORRE 201-2_D1SE",6,"C6",5,9,15,10.03
10,"TORRE 201-2_D1SE",6,"C6",5,10,15,11.12
11,"TORRE 201-2_D1SE",6,"C6",5,11,13,11.8
12,"TORRE 201-2_D1SE",6,"C6",5,12,9,12.47
13,"TORRE 201-2_D1SE",6,"C6",5,13,12,12.74
14,"TORRE 201-2_D1SE",6,"C6",5,14,12,14.24
15,"TORRE 201-2_D1SE",6,"C6",5,15,15,14.37
16,"TORRE 201-2_D1SE",6,"C6",5,16,14,14.78
1,"TORRE 201-2_D1SE",6,"C7",20,1,0,0
2,"TORRE 201-2_D1SE",6,"C7",20,2,4,1.9
3,"TORRE 201-2_D1SE",6,"C7",20,3,4,2.3
4,"TORRE 201-2_D1SE",6,"C7",20,4,6,3.25
5,"TORRE 201-2_D1SE",6,"C7",20,5,8,4.2
6,"TORRE 201-2_D1SE",6,"C7",20,6,9,5.83
7,"TORRE 201-2_D1SE",6,"C7",20,7,9,7.32
8,"TORRE 201-2_D1SE",6,"C7",20,8,12,8.54
9,"TORRE 201-2_D1SE",6,"C7",20,9,15,9.9
10,"TORRE 201-2_D1SE",6,"C7",20,10,15,10.98
11,"TORRE 201-2_D1SE",6,"C7",20,11,13,11.66
12,"TORRE 201-2_D1SE",6,"C7",20,12,9,12.34
13,"TORRE 201-2_D1SE",6,"C7",20,13,12,12.61
14,"TORRE 201-2_D1SE",6,"C7",20,14,12,14.1
15,"TORRE 201-2_D1SE",6,"C7",20,15,15,14.24
16,"TORRE 201-2_D1SE",6,"C7",20,16,14,15.73
1,"TORRE 201-2_D1SE",6,"C8",18,1,0,0
2,"TORRE 201-2_D1SE",6,"C8",18,2,4,2.03
3,"TORRE 201-2_D1SE",6,"C8",18,3,4,2.44
4,"TORRE 201-2_D1SE",6,"C8",18,4,6,3.39
5,"TORRE 201-2_D1SE",6,"C8",18,5,8,4.34
6,"TORRE 201-2_D1SE",6,"C8",18,6,9,5.97
7,"TORRE 201-2_D1SE",6,"C8",18,7,9,7.59
8,"TORRE 201-2_D1SE",6,"C8",18,8,12,8.95
9,"TORRE 201-2_D1SE",6,"C8",18,9,15,10.17
10,"TORRE 201-2_D1SE",6,"C8",18,10,15,11.25
11,"TORRE 201-2_D1SE",6,"C8",18,11,13,11.8
12,"TORRE 201-2_D1SE",6,"C8",18,12,9,12.47
13,"TORRE 201-2_D1SE",6,"C8",18,13,12,12.88
14,"TORRE 201-2_D1SE",6,"C8",18,14,12,13.83
15,"TORRE 201-2_D1SE",6,"C8",18,15,15,14.1
16,"TORRE 201-2_D1SE",6,"C8",18,16,14,15.32
1,"TORRE 201-2_D1SE",6,"C9",20,1,0,0
2,"TORRE 201-2_D1SE",6,"C9",20,2,4,2.17
3,"TORRE 201-2_D1SE",6,"C9",20,3,4,2.58
4,"TORRE 201-2_D1SE",6,"C9",20,4,6,3.25
5,"TORRE 201-2_D1SE",6,"C9",20,5,8,4.88
6,"TORRE 201-2_D1SE",6,"C9",20,6,9,5.83
7,"TORRE 201-2_D1SE",6,"C9",20,7,9,7.46
8,"TORRE 201-2_D1SE",6,"C9",20,8,12,8.68
9,"TORRE 201-2_D1SE",6,"C9",20,9,15,10.03
10,"TORRE 201-2_D1SE",6,"C9",20,10,15,11.12
11,"TORRE 201-2_D1SE",6,"C9",20,11,13,11.52
12,"TORRE 201-2_D1SE",6,"C9",20,12,9,12.34
13,"TORRE 201-2_D1SE",6,"C9",20,13,12,13.29
14,"TORRE 201-2_D1SE",6,"C9",20,14,12,14.1
15,"TORRE 201-2_D1SE",6,"C9",20,15,15,14.37
16,"TORRE 201-2_D1SE",6,"C9",20,16,14,15.19
1,"TORRE 201-2_D1SE",6,"D1",5,1,0,0
2,"TORRE 201-2_D1SE",6,"D1",5,2,4,3.12
3,"TORRE 201-2_D1SE",6,"D1",5,3,4,5.02
4,"TORRE 201-2_D1SE",6,"D1",5,4,6,6.1
5,"TORRE 201-2_D1SE",6,"D1",5,5,8,8.41
6,"TORRE 201-2_D1SE",6,"D1",5,6,9,9.22
7,"TORRE 201-2_D1SE",6,"D1",5,7,9,9.08
8,"TORRE 201-2_D1SE",6,"D1",5,8,12,9.08
9,"TORRE 201-2_D1SE",6,"D1",5,9,15,8.68
10,"TORRE 201-2_D1SE",6,"D1",5,10,15,8.41
11,"TORRE 201-2_D1SE",6,"D1",5,11,13,7.86
12,"TORRE 201-2_D1SE",6,"D1",5,12,9,8.68
13,"TORRE 201-2_D1SE",6,"D1",5,13,12,8.95
14,"TORRE 201-2_D1SE",6,"D1",5,14,12,11.12
15,"TORRE 201-2_D1SE",6,"D1",5,15,15,12.88
16,"TORRE 201-2_D1SE",6,"D1",5,16,14,14.51
17,"TORRE 201-2_D1SE",6,"D1",5,17,18,16
1,"TORRE 201-2_D1SE",6,"D2",23,1,0,0
2,"TORRE 201-2_D1SE",6,"D2",23,2,4,2.98
3,"TORRE 201-2_D1SE",6,"D2",23,3,4,3.25
4,"TORRE 201-2_D1SE",6,"D2",23,4,6,4.07
5,"TORRE 201-2_D1SE",6,"D2",23,5,8,4.75
6,"TORRE 201-2_D1SE",6,"D2",23,6,9,4.75
7,"TORRE 201-2_D1SE",6,"D2",23,7,9,5.56
8,"TORRE 201-2_D1SE",6,"D2",23,8,12,6.24
9,"TORRE 201-2_D1SE",6,"D2",23,9,15,6.37
10,"TORRE 201-2_D1SE",6,"D2",23,10,15,6.64
11,"TORRE 201-2_D1SE",6,"D2",23,11,13,8.68
12,"TORRE 201-2_D1SE",6,"D2",23,12,9,8.95
13,"TORRE 201-2_D1SE",6,"D2",23,13,9,9.76
14,"TORRE 201-2_D1SE",6,"D2",23,14,12,10.3
15,"TORRE 201-2_D1SE",6,"D2",23,15,12,10.85
16,"TORRE 201-2_D1SE",6,"D2",23,16,15,11.25
17,"TORRE 201-2_D1SE",6,"D2",23,17,14,13.83
18,"TORRE 201-2_D1SE",6,"D2",23,18,18,14.51
1,"TORRE 201-2_D1SE",6,"D3",23,1,0,0
2,"TORRE 201-2_D1SE",6,"D3",23,2,4,3.12
3,"TORRE 201-2_D1SE",6,"D3",23,3,4,3.39
4,"TORRE 201-2_D1SE",6,"D3",23,4,6,4.34
5,"TORRE 201-2_D1SE",6,"D3",23,5,8,4.61
6,"TORRE 201-2_D1SE",6,"D3",23,6,9,6.37
7,"TORRE 201-2_D1SE",6,"D3",23,7,9,7.59
8,"TORRE 201-2_D1SE",6,"D3",23,8,12,8
9,"TORRE 201-2_D1SE",6,"D3",23,9,15,9.08
10,"TORRE 201-2_D1SE",6,"D3",23,10,15,9.08
11,"TORRE 201-2_D1SE",6,"D3",23,11,13,9.76
12,"TORRE 201-2_D1SE",6,"D3",23,12,9,10.03
13,"TORRE 201-2_D1SE",6,"D3",23,13,9,11.52
14,"TORRE 201-2_D1SE",6,"D3",23,14,12,11.8
15,"TORRE 201-2_D1SE",6,"D3",23,15,12,12.74
16,"TORRE 201-2_D1SE",6,"D3",23,16,15,13.02
17,"TORRE 201-2_D1SE",6,"D3",23,17,14,14.24
18,"TORRE 201-2_D1SE",6,"D3",23,18,18,15.32
1,"TORRE 201-2_D1SE",6,"D4",5,1,0,0
2,"TORRE 201-2_D1SE",6,"D4",5,2,4,2.71
3,"TORRE 201-2_D1SE",6,"D4",5,3,4,3.25
4,"TORRE 201-2_D1SE",6,"D4",5,4,6,4.75
5,"TORRE 201-2_D1SE",6,"D4",5,5,8,5.15
6,"TORRE 201-2_D1SE",6,"D4",5,6,9,6.78
7,"TORRE 201-2_D1SE",6,"D4",5,7,9,7.05
8,"TORRE 201-2_D1SE",6,"D4",5,8,12,7.05
9,"TORRE 201-2_D1SE",6,"D4",5,9,15,7.46
10,"TORRE 201-2_D1SE",6,"D4",5,10,15,9.08
11,"TORRE 201-2_D1SE",6,"D4",5,11,13,10.17
12,"TORRE 201-2_D1SE",6,"D4",5,12,9,10.58
13,"TORRE 201-2_D1SE",6,"D4",5,13,12,11.39
14,"TORRE 201-2_D1SE",6,"D4",5,14,12,12.07
15,"TORRE 201-2_D1SE",6,"D4",5,15,15,14.37
16,"TORRE 201-2_D1SE",6,"D4",5,16,14,14.78
17,"TORRE 201-2_D1SE",6,"D4",5,17,18,15.46
1,"TORRE 201-2_D1SE",6,"D5",5,1,0,0
2,"TORRE 201-2_D1SE",6,"D5",5,2,4,3.39
3,"TORRE 201-2_D1SE",6,"D5",5,3,4,3.66
4,"TORRE 201-2_D1SE",6,"D5",5,4,6,5.15
5,"TORRE 201-2_D1SE",6,"D5",5,5,8,6.1
6,"TORRE 201-2_D1SE",6,"D5",5,6,9,6.37
7,"TORRE 201-2_D1SE",6,"D5",5,7,9,7.46
8,"TORRE 201-2_D1SE",6,"D5",5,8,12,7.86
9,"TORRE 201-2_D1SE",6,"D5",5,9,15,8.54
10,"TORRE 201-2_D1SE",6,"D5",5,10,15,9.08
11,"TORRE 201-2_D1SE",6,"D5",5,11,13,9.36
12,"TORRE 201-2_D1SE",6,"D5",5,12,9,11.12
13,"TORRE 201-2_D1SE",6,"D5",5,13,12,11.8
14,"TORRE 201-2_D1SE",6,"D5",5,14,12,12.88
15,"TORRE 201-2_D1SE",6,"D5",5,15,15,13.29
16,"TORRE 201-2_D1SE",6,"D5",5,16,14,13.96
17,"TORRE 201-2_D1SE",6,"D5",5,17,18,14.51
1,"TORRE 201-2_D1SE",6,"D6",5,1,0,0
2,"TORRE 201-2_D1SE",6,"D6",5,2,4,2.98
3,"TORRE 201-2_D1SE",6,"D6",5,3,4,3.39
4,"TORRE 201-2_D1SE",6,"D6",5,4,6,5.02
5,"TORRE 201-2_D1SE",6,"D6",5,5,8,5.42
6,"TORRE 201-2_D1SE",6,"D6",5,6,9,6.51
7,"TORRE 201-2_D1SE",6,"D6",5,7,9,7.19
8,"TORRE 201-2_D1SE",6,"D6",5,8,12,7.59
9,"TORRE 201-2_D1SE",6,"D6",5,9,15,8.81
10,"TORRE 201-2_D1SE",6,"D6",5,10,15,9.22
11,"TORRE 201-2_D1SE",6,"D6",5,11,13,9.76
12,"TORRE 201-2_D1SE",6,"D6",5,12,9,11.52
13,"TORRE 201-2_D1SE",6,"D6",5,13,12,12.07
14,"TORRE 201-2_D1SE",6,"D6",5,14,12,14.64
15,"TORRE 201-2_D1SE",6,"D6",5,15,15,15.19
16,"TORRE 201-2_D1SE",6,"D6",5,15.86,14,15.46
1,"TORRE 201-2_D1SE",6,"D7",20,1,0,0
2,"TORRE 201-2_D1SE",6,"D7",20,2,4,3.12
3,"TORRE 201-2_D1SE",6,"D7",20,3,4,3.12
4,"TORRE 201-2_D1SE",6,"D7",20,4,6,4.75
5,"TORRE 201-2_D1SE",6,"D7",20,5,8,5.83
6,"TORRE 201-2_D1SE",6,"D7",20,6,9,6.1
7,"TORRE 201-2_D1SE",6,"D7",20,7,9,6.51
8,"TORRE 201-2_D1SE",6,"D7",20,8,12,7.32
9,"TORRE 201-2_D1SE",6,"D7",20,9,15,7.73
10,"TORRE 201-2_D1SE",6,"D7",20,10,15,8.68
11,"TORRE 201-2_D1SE",6,"D7",20,11,13,9.22
12,"TORRE 201-2_D1SE",6,"D7",20,12,9,10.3
13,"TORRE 201-2_D1SE",6,"D7",20,13,12,10.71
14,"TORRE 201-2_D1SE",6,"D7",20,14,12,12.61
15,"TORRE 201-2_D1SE",6,"D7",20,15,15,13.15
16,"TORRE 201-2_D1SE",6,"D7",20,16,14,13.69
17,"TORRE 201-2_D1SE",6,"D7",20,17,14,16.13
18,"TORRE 201-2_D1SE",6,"D7",20,18,18,16.54
1,"TORRE 201-2_D1SE",6,"D8",18,1,0,0
2,"TORRE 201-2_D1SE",6,"D8",18,2,4,3.12
3,"TORRE 201-2_D1SE",6,"D8",18,3,4,3.39
4,"TORRE 201-2_D1SE",6,"D8",18,4,6,4.47
5,"TORRE 201-2_D1SE",6,"D8",18,5,8,5.02
6,"TORRE 201-2_D1SE",6,"D8",18,6,9,5.29
7,"TORRE 201-2_D1SE",6,"D8",18,7,9,6.78
8,"TORRE 201-2_D1SE",6,"D8",18,8,12,7.05
9,"TORRE 201-2_D1SE",6,"D8",18,9,15,7.05
10,"TORRE 201-2_D1SE",6,"D8",18,10,15,8
11,"TORRE 201-2_D1SE",6,"D8",18,11,13,8.95
